InvoiceNo,InvoiceDate,CustomerID,CustomerName,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice
INV1567,2024-10-02,C0053,Lucas Nair,UAE,P0053,Backpack,Fashion,5,3509.16,17545.8
INV2971,2024-07-27,C0174,Olivia Johnson,India,P0026,LED Desk Lamp Pro,Home & Kitchen,4,3522.0,14088.0
INV9012,2024-08-19,C0761,Mason Muller,India,P0003,Bluetooth Speaker,Electronics,5,6011.66,30058.3
INV1018,2024-08-26,C0002,Aarav Williams,Singapore,P0028,Storage Boxes Pro,Home & Kitchen,2,3226.35,6452.7
INV6425,2024-06-27,C0503,Olivia Brown,United Kingdom,P0040,Bedsheet Set Pro,Home & Kitchen,3,5754.44,17263.32
INV1321,2024-09-10,C0034,Lucas Khan,Singapore,P0087,Desk Organizer,Books & Stationery,2,245.1,490.2
INV6780,2024-09-12,C0539,Liam Fischer,United Kingdom,P0112,Cycling Gloves Pro,Sports & Fitness,4,1257.27,5029.08
INV7396,2024-09-28,C0603,Charlotte Nair,India,P0008,Power Bank Pro,Electronics,6,5898.5,35391.0
INV1495,2024-12-21,C0047,Diya Malhotra,United Kingdom,P0079,Body Lotion,Beauty & Personal Care,3,1861.31,5583.93
INV3592,2024-03-07,C0234,William Williams,United States,P0064,Moisturizer Pro,Beauty & Personal Care,2,1616.73,3233.46
INV3539,2024-11-12,C0231,Ava Williams,Australia,P0057,Analog Watch,Fashion,6,2618.77,15712.62
INV3075,2024-08-08,C0178,Vivaan Verma,United Kingdom,P0081,Notebook Set,Books & Stationery,3,214.22,642.66
INV9303,2024-06-17,C0793,Sara Muller,United States,P0109,Skipping Rope,Sports & Fitness,5,1450.77,7253.85
INV4960,2024-08-20,C0374,Ethan Iyer,Germany,P0014,Webcam Pro,Electronics,3,898.58,2695.74
INV3780,2024-10-12,C0248,James Fischer,Singapore,P0042,Cotton T-Shirt Pro,Fashion,3,1627.03,4881.09
INV6845,2023-11-06,C0546,Mia Jones,United Kingdom,P0009,USB-C Cable,Electronics,3,2743.72,8231.16
INV2649,2023-11-13,C0141,Harper Rossi,Singapore,P0114,Gym Bag Pro,Sports & Fitness,5,2561.38,12806.9
INV5598,2024-12-10,C0434,Lucas Jones,India,P0064,Moisturizer Pro,Beauty & Personal Care,3,2080.97,6242.91
INV9152,2024-03-19,C0776,Vivaan Verma,India,P0076,Trimmer Pro,Beauty & Personal Care,4,800.69,3202.76
INV5138,2024-09-19,C0393,Diya Nair,United Kingdom,P0012,Laptop Stand Pro,Electronics,5,5789.29,28946.45
INV2450,2024-08-15,C0125,Aditya Garcia,India,P0038,Wall Clock Pro,Home & Kitchen,3,3255.6,9766.8
INV8631,2023-11-18,C0720,Ethan Williams,France,P0014,Webcam Pro,Electronics,1,590.44,590.44
INV4996,2024-12-29,C0378,Aarav Muller,India,P0117,Fitness Tracker,Sports & Fitness,6,1743.2,10459.2
INV9239,2024-05-23,C0784,Amelia Gupta,United Kingdom,P0062,Face Wash Pro,Beauty & Personal Care,2,228.3,456.6
INV6225,2024-11-28,C0490,Lucas Kumar,Canada,P0090,Planner Diary Pro,Books & Stationery,5,160.97,804.85
INV5835,2024-10-17,C0459,Arjun Khan,India,P0041,Cotton T-Shirt,Fashion,4,3034.8,12139.2
INV6288,2024-09-01,C0494,Noah Patel,India,P0061,Face Wash,Beauty & Personal Care,2,898.9,1797.8
INV7259,2024-09-24,C0592,Sara Smith,Germany,P0091,Sticky Notes,Books & Stationery,4,210.85,843.4
INV4899,2023-09-15,C0366,Riya Brown,United Kingdom,P0035,Knife Set,Home & Kitchen,5,320.75,1603.75
INV3583,2024-09-16,C0233,Noah Gupta,United States,P0031,Air Fryer,Home & Kitchen,3,655.92,1967.76
INV7858,2024-01-19,C0642,Noah Nair,United Kingdom,P0100,Puzzle Book Pro,Books & Stationery,5,791.46,3957.3
INV7457,2024-02-26,C0611,Priya Gupta,India,P0039,Bedsheet Set,Home & Kitchen,6,2653.1,15918.6
INV3227,2024-10-03,C0195,Meera Williams,United Kingdom,P0029,Cushion Cover Set,Home & Kitchen,2,2265.77,4531.54
INV6361,2024-11-28,C0501,Diya Jones,Germany,P0099,Puzzle Book,Books & Stationery,1,561.02,561.02
INV6853,2024-05-26,C0547,Vivaan Brown,India,P0107,Water Bottle,Sports & Fitness,1,1849.24,1849.24
INV8438,2023-07-19,C0703,Liam Fischer,United Kingdom,P0028,Storage Boxes Pro,Home & Kitchen,5,3898.89,19494.45
INV1814,2024-07-10,C0074,Aditya Verma,Australia,P0097,Art Supplies Kit,Books & Stationery,5,568.27,2841.35
INV9284,2024-10-28,C0789,Liam Verma,United Kingdom,P0048,Leather Wallet Pro,Fashion,1,1324.75,1324.75
INV1536,2024-06-16,C0051,Ethan Williams,Singapore,P0007,Power Bank,Electronics,2,9125.09,18250.18
INV6807,2024-06-18,C0540,Aditya Smith,India,P0009,USB-C Cable,Electronics,5,4607.55,23037.75
INV4114,2024-11-13,C0282,Liam Verma,United Kingdom,P0066,Shampoo Pro,Beauty & Personal Care,5,767.26,3836.3
INV4009,2024-07-27,C0273,Ethan Garcia,Canada,P0028,Storage Boxes Pro,Home & Kitchen,2,3857.05,7714.1
INV8611,2024-12-07,C0719,Aarav Fischer,India,P0091,Sticky Notes,Books & Stationery,5,174.87,874.35
INV7235,2023-12-11,C0591,Charlotte Patel,India,P0048,Leather Wallet Pro,Fashion,1,1717.26,1717.26
INV8703,2024-03-06,C0725,Amelia Singh,United States,P0083,Fiction Novel,Books & Stationery,1,313.42,313.42
INV1796,2024-08-30,C0072,Emma Gupta,India,P0026,LED Desk Lamp Pro,Home & Kitchen,3,2920.09,8760.27
INV6182,2024-04-21,C0489,Noah Muller,Singapore,P0037,Wall Clock,Home & Kitchen,3,695.98,2087.94
INV4142,2023-11-11,C0285,Amelia Garcia,United States,P0011,Laptop Stand,Electronics,1,2751.27,2751.27
INV7586,2024-11-21,C0618,Olivia Nair,India,P0016,Mechanical Keyboard Pro,Electronics,4,3308.86,13235.44
INV2583,2024-11-15,C0136,Charlotte Singh,United Kingdom,P0078,Face Mask Pack Pro,Beauty & Personal Care,3,512.32,1536.96
INV2329,2023-05-22,C0109,Arjun Khan,India,P0021,Non-stick Pan,Home & Kitchen,2,1318.13,2636.26
INV3380,2023-08-03,C0212,Ananya Kumar,Germany,P0026,LED Desk Lamp Pro,Home & Kitchen,5,2034.47,10172.35
INV7315,2023-09-20,C0595,Olivia Fischer,Canada,P0087,Desk Organizer,Books & Stationery,3,179.03,537.09
INV3530,2023-11-08,C0230,Aditya Malhotra,Germany,P0052,Formal Shirt Pro,Fashion,6,1591.97,9551.82
INV2228,2024-10-28,C0101,Diya Garcia,India,P0120,Football Pro,Sports & Fitness,4,1653.88,6615.52
INV8308,2024-05-18,C0692,Kabir Fischer,United Kingdom,P0034,Electric Kettle Pro,Home & Kitchen,6,1242.94,7457.64
INV7474,2024-12-11,C0612,Meera Jones,Australia,P0076,Trimmer Pro,Beauty & Personal Care,1,785.09,785.09
INV7441,2024-12-29,C0611,Priya Gupta,India,P0042,Cotton T-Shirt Pro,Fashion,6,1351.41,8108.46
INV5370,2023-08-10,C0413,Emma Johnson,Singapore,P0029,Cushion Cover Set,Home & Kitchen,4,3168.24,12672.96
INV5688,2024-07-12,C0448,Karan Kumar,France,P0042,Cotton T-Shirt Pro,Fashion,2,1753.09,3506.18
INV6822,2024-06-03,C0541,Emma Smith,Singapore,P0030,Cushion Cover Set Pro,Home & Kitchen,2,2991.28,5982.56
INV7753,2024-06-04,C0634,Noah Reddy,United States,P0012,Laptop Stand Pro,Electronics,2,4495.98,8991.96
INV7591,2024-10-12,C0618,Olivia Nair,India,P0068,Perfume Pro,Beauty & Personal Care,3,1385.31,4155.93
INV7065,2024-06-18,C0572,Amelia Garcia,Australia,P0110,Skipping Rope Pro,Sports & Fitness,6,1857.55,11145.3
INV7468,2024-07-30,C0612,Meera Jones,Australia,P0040,Bedsheet Set Pro,Home & Kitchen,6,4586.79,27520.74
INV3814,2024-12-18,C0250,Isha Muller,Canada,P0004,Bluetooth Speaker Pro,Electronics,6,1932.18,11593.08
INV8441,2024-11-25,C0703,Liam Fischer,United Kingdom,P0028,Storage Boxes Pro,Home & Kitchen,4,3843.48,15373.92
INV2654,2024-10-01,C0143,Isha Fischer,United States,P0038,Wall Clock Pro,Home & Kitchen,5,2653.26,13266.3
INV8771,2024-10-07,C0735,Karan Malhotra,United Kingdom,P0117,Fitness Tracker,Sports & Fitness,2,1303.67,2607.34
INV2848,2024-09-08,C0159,Isha Verma,India,P0075,Trimmer,Beauty & Personal Care,1,1775.24,1775.24
INV5648,2024-06-03,C0440,Ava Fischer,India,P0063,Moisturizer,Beauty & Personal Care,3,1210.34,3631.02
INV8076,2024-07-08,C0668,William Khan,India,P0007,Power Bank,Electronics,5,6186.76,30933.8
INV3043,2023-10-25,C0177,Vivaan Garcia,Germany,P0014,Webcam Pro,Electronics,6,827.76,4966.56
INV3141,2024-09-21,C0184,Aditya Chopra,Canada,P0020,Phone Case Pro,Electronics,4,7680.27,30721.08
INV5569,2024-06-22,C0433,Emma Patel,United States,P0002,Wireless Earbuds Pro,Electronics,3,1655.48,4966.44
INV2873,2024-07-26,C0161,Arjun Sharma,United Kingdom,P0045,Running Shoes,Fashion,4,1738.55,6954.2
INV4885,2023-01-26,C0365,Aditya Gupta,Singapore,P0083,Fiction Novel,Books & Stationery,3,440.37,1321.11
INV5497,2024-11-17,C0426,Kabir Sharma,United States,P0093,Fountain Pen,Books & Stationery,4,286.54,1146.16
INV3713,2024-06-23,C0240,Priya Verma,India,P0028,Storage Boxes Pro,Home & Kitchen,3,2442.48,7327.44
INV8150,2024-06-09,C0682,Lucas Patel,India,P0109,Skipping Rope,Sports & Fitness,5,1476.4,7382.0
INV2620,2024-04-28,C0139,Kabir Singh,United Kingdom,P0045,Running Shoes,Fashion,6,1679.63,10077.78
INV2268,2023-03-29,C0102,Mia Sharma,Germany,P0030,Cushion Cover Set Pro,Home & Kitchen,5,4547.05,22735.25
INV3941,2024-11-18,C0268,Arjun Kumar,Germany,P0021,Non-stick Pan,Home & Kitchen,3,1810.08,5430.24
INV7717,2024-12-11,C0627,Mia Brown,United Kingdom,P0120,Football Pro,Sports & Fitness,5,1892.33,9461.65
INV3175,2024-11-18,C0189,Emma Iyer,United States,P0108,Water Bottle Pro,Sports & Fitness,3,1719.21,5157.63
INV7962,2024-11-11,C0658,Noah Patel,United Kingdom,P0005,Smart Watch,Electronics,2,2797.64,5595.28
INV6941,2024-04-15,C0558,Meera Williams,India,P0036,Knife Set Pro,Home & Kitchen,1,945.83,945.83
INV3570,2023-07-16,C0233,Noah Gupta,United States,P0096,Bookmark Set Pro,Books & Stationery,2,637.37,1274.74
INV9221,2024-09-03,C0781,Mason Muller,Germany,P0046,Running Shoes Pro,Fashion,5,3288.15,16440.75
INV7491,2024-09-21,C0613,Mason Singh,United States,P0044,Denim Jacket Pro,Fashion,1,857.73,857.73
INV9302,2024-07-02,C0793,Sara Muller,United States,P0011,Laptop Stand,Electronics,4,5164.22,20656.88
INV4517,2024-12-13,C0320,Charlotte Khan,India,P0043,Denim Jacket,Fashion,1,3202.83,3202.83
INV6162,2024-08-07,C0488,Ava Nair,India,P0097,Art Supplies Kit,Books & Stationery,6,595.48,3572.88
INV8390,2024-09-06,C0697,Diya Fischer,India,P0009,USB-C Cable,Electronics,6,2247.93,13487.58
INV3532,2024-09-14,C0231,Ava Williams,Australia,P0087,Desk Organizer,Books & Stationery,5,305.09,1525.45
INV6322,2024-07-17,C0497,James Johnson,United States,P0012,Laptop Stand Pro,Electronics,6,7818.14,46908.84
INV3581,2024-11-15,C0233,Noah Gupta,United States,P0060,Winter Hoodie Pro,Fashion,1,3283.95,3283.95
INV4000,2024-09-25,C0272,Charlotte Johnson,Australia,P0058,Analog Watch Pro,Fashion,1,3607.13,3607.13
INV9381,2024-10-02,C0798,Ethan Williams,United States,P0038,Wall Clock Pro,Home & Kitchen,1,5134.39,5134.39
INV7228,2023-09-21,C0590,Noah Garcia,India,P0011,Laptop Stand,Electronics,3,3725.03,11175.09
INV5854,2023-09-22,C0460,Liam Kumar,India,P0099,Puzzle Book,Books & Stationery,1,325.36,325.36
INV3964,2024-09-26,C0269,Sophia Jones,United Kingdom,P0085,Sketch Pens,Books & Stationery,2,552.05,1104.1
INV6607,2024-10-09,C0522,Vivaan Gupta,United Kingdom,P0060,Winter Hoodie Pro,Fashion,3,3135.69,9407.07
INV7893,2023-06-27,C0645,Meera Garcia,India,P0008,Power Bank Pro,Electronics,5,2566.32,12831.6
INV5300,2024-08-31,C0403,Mason Garcia,United States,P0075,Trimmer,Beauty & Personal Care,2,2126.85,4253.7
INV8755,2024-09-28,C0733,Charlotte Gupta,Germany,P0113,Gym Bag,Sports & Fitness,5,1029.35,5146.75
INV7334,2024-09-26,C0597,Vivaan Kumar,Germany,P0016,Mechanical Keyboard Pro,Electronics,5,2614.51,13072.55
INV1787,2024-08-27,C0071,Ethan Muller,France,P0067,Perfume,Beauty & Personal Care,6,253.59,1521.54
INV4153,2024-12-03,C0288,Ethan Iyer,United States,P0026,LED Desk Lamp Pro,Home & Kitchen,2,3450.7,6901.4
INV1985,2024-12-07,C0083,Sara Sharma,United Kingdom,P0094,Fountain Pen Pro,Books & Stationery,4,576.95,2307.8
INV8614,2023-08-13,C0719,Aarav Fischer,India,P0022,Non-stick Pan Pro,Home & Kitchen,1,589.09,589.09
INV8210,2024-05-11,C0684,Lucas Jones,Germany,P0086,Sketch Pens Pro,Books & Stationery,6,1214.78,7288.68
INV3357,2024-11-29,C0211,Sophia Jones,United States,P0031,Air Fryer,Home & Kitchen,6,682.74,4096.44
INV7733,2023-07-18,C0628,Mason Nair,France,P0037,Wall Clock,Home & Kitchen,3,292.54,877.62
INV6965,2024-07-02,C0562,Diya Iyer,India,P0012,Laptop Stand Pro,Electronics,4,7371.84,29487.36
INV3086,2024-08-12,C0180,Rohan Reddy,India,P0074,Hair Dryer Pro,Beauty & Personal Care,5,181.93,909.65
INV4973,2023-10-13,C0375,Lucas Sharma,India,P0059,Winter Hoodie,Fashion,4,1375.98,5503.92
INV4554,2024-11-12,C0327,Riya Sharma,United States,P0052,Formal Shirt Pro,Fashion,1,3162.81,3162.81
INV7857,2024-12-01,C0642,Noah Nair,United Kingdom,P0019,Phone Case,Electronics,3,5998.81,17996.43
INV4157,2024-06-08,C0288,Ethan Iyer,United States,P0049,Sunglasses,Fashion,5,937.37,4686.85
INV7375,2024-09-06,C0601,Sara Reddy,India,P0027,Storage Boxes,Home & Kitchen,2,2225.64,4451.28
INV3423,2024-08-16,C0217,Charlotte Nair,United Kingdom,P0033,Electric Kettle,Home & Kitchen,3,2315.74,6947.22
INV6490,2024-12-20,C0511,William Singh,United States,P0076,Trimmer Pro,Beauty & Personal Care,4,787.27,3149.08
INV5584,2024-11-01,C0434,Lucas Jones,India,P0001,Wireless Earbuds,Electronics,1,6693.24,6693.24
INV1835,2023-08-19,C0075,Sara Patel,Germany,P0105,Resistance Bands,Sports & Fitness,1,1251.88,1251.88
INV3905,2024-05-20,C0265,Ethan Verma,Canada,P0039,Bedsheet Set,Home & Kitchen,1,1872.64,1872.64
INV5914,2023-05-18,C0465,Mia Garcia,Singapore,P0005,Smart Watch,Electronics,3,5620.11,16860.33
INV7257,2024-08-26,C0592,Sara Smith,Germany,P0090,Planner Diary Pro,Books & Stationery,4,161.87,647.48
INV8189,2024-06-09,C0684,Lucas Jones,Germany,P0093,Fountain Pen,Books & Stationery,1,575.96,575.96
INV2513,2023-09-28,C0127,Priya Brown,Australia,P0017,Wireless Mouse,Electronics,5,4595.29,22976.45
INV8762,2024-08-04,C0734,William Patel,United States,P0031,Air Fryer,Home & Kitchen,1,477.29,477.29
INV3648,2024-08-12,C0235,Ananya Kumar,India,P0065,Shampoo,Beauty & Personal Care,1,1413.7,1413.7
INV8327,2024-10-22,C0693,Harper Smith,United States,P0026,LED Desk Lamp Pro,Home & Kitchen,3,3719.43,11158.29
INV9397,2023-05-29,C0799,James Patel,Germany,P0050,Sunglasses Pro,Fashion,2,1675.74,3351.48
INV8372,2024-07-08,C0694,Ananya Smith,India,P0038,Wall Clock Pro,Home & Kitchen,3,5270.46,15811.38
INV8019,2024-12-23,C0664,Riya Khan,India,P0018,Wireless Mouse Pro,Electronics,4,3334.39,13337.56
INV8410,2024-03-12,C0701,Mason Malhotra,United States,P0014,Webcam Pro,Electronics,4,821.4,3285.6
INV3371,2024-08-22,C0211,Sophia Jones,United States,P0001,Wireless Earbuds,Electronics,3,5799.25,17397.75
INV6599,2024-08-18,C0522,Vivaan Gupta,United Kingdom,P0077,Face Mask Pack,Beauty & Personal Care,4,1881.13,7524.52
INV3019,2024-11-10,C0175,Vivaan Iyer,Germany,P0023,Ceramic Mug Set,Home & Kitchen,4,3138.19,12552.76
INV4865,2024-09-08,C0363,Noah Garcia,United Kingdom,P0040,Bedsheet Set Pro,Home & Kitchen,5,3418.91,17094.55
INV1372,2024-03-27,C0040,Mason Malhotra,United Kingdom,P0007,Power Bank,Electronics,3,4553.1,13659.3
INV2312,2024-06-16,C0105,Emma Verma,UAE,P0030,Cushion Cover Set Pro,Home & Kitchen,6,2768.3,16609.8
INV3456,2023-09-06,C0219,Isha Gupta,Germany,P0070,Lipstick Pro,Beauty & Personal Care,2,657.26,1314.52
INV9237,2024-07-04,C0783,Ava Iyer,India,P0096,Bookmark Set Pro,Books & Stationery,3,441.92,1325.76
INV3225,2024-01-13,C0195,Meera Williams,United Kingdom,P0035,Knife Set,Home & Kitchen,5,454.97,2274.85
INV9291,2023-03-05,C0790,Lucas Muller,Singapore,P0055,Sports Cap,Fashion,5,2295.41,11477.05
INV7766,2023-09-29,C0635,Liam Sharma,India,P0010,USB-C Cable Pro,Electronics,6,4109.18,24655.08
INV7400,2024-10-15,C0603,Charlotte Nair,India,P0037,Wall Clock,Home & Kitchen,5,708.92,3544.6
INV8497,2023-06-19,C0706,Charlotte Nair,Netherlands,P0097,Art Supplies Kit,Books & Stationery,5,584.44,2922.2
INV1554,2024-10-04,C0051,Ethan Williams,Singapore,P0109,Skipping Rope,Sports & Fitness,4,1762.35,7049.4
INV5438,2024-12-07,C0418,Isha Iyer,United Kingdom,P0001,Wireless Earbuds,Electronics,4,3282.57,13130.28
INV5878,2024-08-12,C0463,Charlotte Dubois,France,P0076,Trimmer Pro,Beauty & Personal Care,4,620.65,2482.6
INV3742,2024-10-08,C0244,Riya Verma,United Kingdom,P0003,Bluetooth Speaker,Electronics,6,4497.85,26987.1
INV1307,2024-12-29,C0033,Kabir Johnson,India,P0043,Denim Jacket,Fashion,4,3209.03,12836.12
INV8242,2024-10-29,C0687,Harper Verma,United States,P0003,Bluetooth Speaker,Electronics,4,5828.64,23314.56
INV6778,2024-11-14,C0539,Liam Fischer,United Kingdom,P0083,Fiction Novel,Books & Stationery,4,569.45,2277.8
INV7156,2024-08-12,C0581,Henry Smith,United Kingdom,P0049,Sunglasses,Fashion,2,937.28,1874.56
INV2298,2024-07-29,C0104,Karan Jones,United States,P0005,Smart Watch,Electronics,6,3122.66,18735.96
INV5638,2024-06-24,C0438,Harper Verma,Australia,P0003,Bluetooth Speaker,Electronics,6,5454.97,32729.82
INV3259,2023-06-12,C0197,Lucas Garcia,France,P0067,Perfume,Beauty & Personal Care,2,172.11,344.22
INV3652,2024-11-28,C0235,Ananya Kumar,India,P0038,Wall Clock Pro,Home & Kitchen,5,5481.76,27408.8
INV5360,2024-08-21,C0411,Aditya Malhotra,United Kingdom,P0101,Yoga Mat,Sports & Fitness,1,1555.25,1555.25
INV9027,2024-12-16,C0762,Charlotte Fischer,United Kingdom,P0018,Wireless Mouse Pro,Electronics,6,5119.53,30717.18
INV3062,2024-10-20,C0178,Vivaan Verma,United Kingdom,P0037,Wall Clock,Home & Kitchen,5,673.14,3365.7
INV2109,2024-06-21,C0090,Ananya Kumar,United Kingdom,P0090,Planner Diary Pro,Books & Stationery,4,134.9,539.6
INV1159,2024-08-02,C0019,Noah Williams,United Kingdom,P0042,Cotton T-Shirt Pro,Fashion,1,1746.07,1746.07
INV1529,2024-12-17,C0051,Ethan Williams,Singapore,P0034,Electric Kettle Pro,Home & Kitchen,6,2015.32,12091.92
INV7510,2024-09-04,C0614,Isha Sharma,India,P0016,Mechanical Keyboard Pro,Electronics,5,4266.68,21333.4
INV5662,2024-09-17,C0443,Noah Sharma,United Kingdom,P0085,Sketch Pens,Books & Stationery,1,472.74,472.74
INV7691,2024-01-03,C0627,Mia Brown,United Kingdom,P0111,Cycling Gloves,Sports & Fitness,6,1265.83,7594.98
INV7445,2024-09-16,C0611,Priya Gupta,India,P0010,USB-C Cable Pro,Electronics,2,4304.56,8609.12
INV8678,2024-05-30,C0724,Meera Chopra,France,P0079,Body Lotion,Beauty & Personal Care,2,1832.13,3664.26
INV4585,2024-06-28,C0329,Mia Chopra,United Kingdom,P0061,Face Wash,Beauty & Personal Care,1,1116.58,1116.58
INV4361,2024-12-21,C0306,Charlotte Dubois,Netherlands,P0013,Webcam,Electronics,1,2668.15,2668.15
INV6071,2024-11-03,C0481,Aditya Jones,United States,P0049,Sunglasses,Fashion,4,594.88,2379.52
INV3835,2024-06-14,C0252,Karan Rossi,United Kingdom,P0068,Perfume Pro,Beauty & Personal Care,4,925.4,3701.6
INV7708,2024-12-27,C0627,Mia Brown,United Kingdom,P0087,Desk Organizer,Books & Stationery,6,304.91,1829.46
INV4482,2024-02-25,C0317,Charlotte Johnson,United Kingdom,P0100,Puzzle Book Pro,Books & Stationery,1,784.14,784.14
INV3965,2023-11-25,C0269,Sophia Jones,United Kingdom,P0088,Desk Organizer Pro,Books & Stationery,1,512.7,512.7
INV6570,2024-11-10,C0520,Aditya Iyer,India,P0120,Football Pro,Sports & Fitness,4,2009.66,8038.64
INV4977,2023-07-31,C0376,Sara Iyer,United Kingdom,P0091,Sticky Notes,Books & Stationery,4,118.43,473.72
INV8480,2023-02-17,C0705,Karan Jones,India,P0042,Cotton T-Shirt Pro,Fashion,1,1074.04,1074.04
INV7795,2023-06-09,C0636,Olivia Jones,United Kingdom,P0023,Ceramic Mug Set,Home & Kitchen,3,3150.19,9450.57
INV8225,2024-05-11,C0685,Karan Sharma,UAE,P0068,Perfume Pro,Beauty & Personal Care,1,1066.21,1066.21
INV2916,2024-10-03,C0165,James Dubois,India,P0099,Puzzle Book,Books & Stationery,6,341.28,2047.68
INV1592,2024-08-04,C0055,Noah Verma,United States,P0088,Desk Organizer Pro,Books & Stationery,2,702.69,1405.38
INV5012,2024-12-09,C0382,Harper Chopra,Germany,P0072,Sunscreen Pro,Beauty & Personal Care,5,1075.89,5379.45
INV6289,2024-09-04,C0494,Noah Patel,India,P0030,Cushion Cover Set Pro,Home & Kitchen,6,2226.52,13359.12
INV9304,2024-11-03,C0793,Sara Muller,United States,P0037,Wall Clock,Home & Kitchen,2,554.42,1108.84
INV3512,2023-10-07,C0227,William Williams,Netherlands,P0004,Bluetooth Speaker Pro,Electronics,4,830.42,3321.68
INV8433,2024-09-26,C0703,Liam Fischer,United Kingdom,P0007,Power Bank,Electronics,2,9052.8,18105.6
INV2917,2024-02-16,C0165,James Dubois,India,P0037,Wall Clock,Home & Kitchen,2,450.92,901.84
INV6946,2024-12-26,C0559,Arjun Gupta,France,P0066,Shampoo Pro,Beauty & Personal Care,4,605.19,2420.76
INV4164,2024-08-27,C0288,Ethan Iyer,United States,P0054,Backpack Pro,Fashion,2,1884.79,3769.58
INV3695,2024-07-20,C0239,Karan Gupta,Germany,P0076,Trimmer Pro,Beauty & Personal Care,1,1016.39,1016.39
INV9150,2024-06-09,C0776,Vivaan Verma,India,P0120,Football Pro,Sports & Fitness,6,1609.28,9655.68
INV1291,2024-10-15,C0031,Olivia Malhotra,United States,P0081,Notebook Set,Books & Stationery,2,167.42,334.84
INV1180,2024-11-03,C0022,Isha Khan,India,P0042,Cotton T-Shirt Pro,Fashion,2,1750.89,3501.78
INV6248,2024-09-29,C0491,Liam Jones,United Kingdom,P0010,USB-C Cable Pro,Electronics,4,3392.47,13569.88
INV3949,2024-03-20,C0268,Arjun Kumar,Germany,P0033,Electric Kettle,Home & Kitchen,5,2235.18,11175.9
INV6731,2024-10-08,C0537,Henry Johnson,Canada,P0020,Phone Case Pro,Electronics,4,6150.53,24602.12
INV7002,2024-07-03,C0566,Lucas Dubois,United States,P0106,Resistance Bands Pro,Sports & Fitness,1,569.48,569.48
INV4959,2024-09-15,C0374,Ethan Iyer,Germany,P0075,Trimmer,Beauty & Personal Care,5,1379.83,6899.15
INV6408,2024-06-06,C0503,Olivia Brown,United Kingdom,P0117,Fitness Tracker,Sports & Fitness,6,2156.58,12939.48
INV5891,2023-09-27,C0465,Mia Garcia,Singapore,P0109,Skipping Rope,Sports & Fitness,1,1799.63,1799.63
INV2635,2024-08-05,C0140,Emma Singh,Netherlands,P0014,Webcam Pro,Electronics,4,829.67,3318.68
INV6381,2024-12-13,C0501,Diya Jones,Germany,P0049,Sunglasses,Fashion,2,1101.87,2203.74
INV8030,2024-09-11,C0666,Noah Chopra,India,P0099,Puzzle Book,Books & Stationery,5,545.09,2725.45
INV8987,2024-05-12,C0756,Ethan Nair,Australia,P0057,Analog Watch,Fashion,4,2250.22,9000.88
INV8555,2024-11-19,C0715,Isha Brown,United Kingdom,P0043,Denim Jacket,Fashion,1,2939.87,2939.87
INV8022,2024-08-01,C0664,Riya Khan,India,P0010,USB-C Cable Pro,Electronics,5,2490.69,12453.45
INV9032,2024-11-03,C0762,Charlotte Fischer,United Kingdom,P0078,Face Mask Pack Pro,Beauty & Personal Care,6,674.15,4044.9
INV1660,2023-05-22,C0059,Aditya Johnson,India,P0091,Sticky Notes,Books & Stationery,4,110.35,441.4
INV4628,2023-09-24,C0333,Kabir Johnson,India,P0071,Sunscreen,Beauty & Personal Care,4,969.7,3878.8
INV6909,2024-02-18,C0552,Harper Malhotra,Canada,P0022,Non-stick Pan Pro,Home & Kitchen,3,390.9,1172.7
INV4467,2024-05-04,C0315,Noah Kumar,Australia,P0046,Running Shoes Pro,Fashion,6,2092.86,12557.16
INV2479,2024-10-13,C0126,Aarav Iyer,United Kingdom,P0051,Formal Shirt,Fashion,5,4348.96,21744.8
INV9275,2023-09-14,C0789,Liam Verma,United Kingdom,P0065,Shampoo,Beauty & Personal Care,5,877.44,4387.2
INV1715,2024-08-14,C0062,James Malhotra,India,P0070,Lipstick Pro,Beauty & Personal Care,4,851.32,3405.28
INV5259,2024-08-06,C0402,Noah Johnson,UAE,P0042,Cotton T-Shirt Pro,Fashion,3,1621.93,4865.79
INV3620,2024-12-27,C0235,Ananya Kumar,India,P0039,Bedsheet Set,Home & Kitchen,6,3005.9,18035.4
INV1326,2023-10-13,C0034,Lucas Khan,Singapore,P0038,Wall Clock Pro,Home & Kitchen,3,4194.58,12583.74
INV7541,2024-10-30,C0617,Lucas Smith,India,P0067,Perfume,Beauty & Personal Care,2,395.74,791.48
INV8779,2024-09-10,C0736,William Verma,Canada,P0092,Sticky Notes Pro,Books & Stationery,3,843.26,2529.78
INV9384,2024-09-10,C0799,James Patel,Germany,P0054,Backpack Pro,Fashion,2,1884.0,3768.0
INV2812,2024-06-04,C0158,Mason Nair,France,P0056,Sports Cap Pro,Fashion,1,2643.16,2643.16
INV8519,2024-12-30,C0714,Sara Singh,United Kingdom,P0089,Planner Diary,Books & Stationery,3,982.49,2947.47
INV8394,2024-10-12,C0698,Emma Singh,United States,P0063,Moisturizer,Beauty & Personal Care,4,900.9,3603.6
INV4872,2024-05-08,C0365,Aditya Gupta,Singapore,P0106,Resistance Bands Pro,Sports & Fitness,6,628.53,3771.18
